event_id,timestamp,user_id,route,query_type,prompt_version,answer_accepted,thumbs_up,regenerated,latency_ms
EVT_00100,2026-05-06 05:09:00,USER_034,RAG,Issue Investigation,V1,0,1,0,1578.0
EVT_00101,2026-05-06 01:16:00,USER_004,SQL,KPI Lookup,V2,1,1,0,893.0
EVT_00102,2026-06-15 18:40:00,USER_019,RAG,Issue Investigation,V2,1,0,0,1621.0
EVT_00103,2026-05-30 21:20:00,USER_001,SQL,KPI Lookup,V1,1,1,0,535.0
EVT_00104,2026-05-31 05:04:00,USER_032,HYBRID,Supplier Diagnosis,V2,1,1,0,2037.0
EVT_00105,2026-06-05 03:25:00,USER_058,HYBRID,Supplier Diagnosis,V1,1,1,0,2421.0
EVT_00106,2026-05-06 12:41:00,USER_071,SQL,KPI Lookup,V1,1,1,0,452.0
EVT_00107,2026-05-21 18:57:00,USER_001,RAG,Issue Investigation,V1,0,0,0,2019.0
EVT_00108,2026-05-27 17:02:00,USER_074,SQL,KPI Lookup,V2,1,1,0,468.0
EVT_00109,2026-05-31 07:06:00,USER_079,SQL,KPI Lookup,V1,0,0,0,1029.0
EVT_00110,2026-05-17 05:12:00,USER_012,HYBRID,Supplier Diagnosis,V2,1,1,0,2463.0
EVT_00111,2026-05-13 09:58:00,USER_078,SQL,KPI Lookup,V1,0,0,0,683.0
EVT_00112,2026-05-14 17:16:00,USER_022,SQL,KPI Lookup,V1,1,0,0,717.0
EVT_00113,2026-06-28 16:57:00,USER_075,SQL,KPI Lookup,V1,0,0,0,813.0
EVT_00114,2026-06-23 17:05:00,USER_017,SQL,KPI Lookup,V2,1,1,0,548.0
EVT_00115,2026-05-10 20:40:00,USER_057,RAG,Issue Investigation,V1,1,1,0,1496.0
EVT_00116,2026-06-12 21:29:00,USER_080,RAG,Issue Investigation,V1,1,1,0,1558.0
EVT_00117,2026-06-10 11:37:00,USER_096,HYBRID,Supplier Diagnosis,V1,1,1,0,2258.0
EVT_00118,2026-05-22 21:04:00,USER_076,HYBRID,Supplier Diagnosis,V2,0,1,0,1981.0
EVT_00119,2026-05-16 07:29:00,USER_061,RAG,Issue Investigation,V2,1,1,0,2001.0
EVT_00120,2026-06-01 22:34:00,USER_039,HYBRID,Supplier Diagnosis,V1,1,0,0,2537.0
EVT_00121,2026-06-24 04:48:00,USER_100,RAG,Issue Investigation,V2,1,1,0,2132.0
EVT_00122,2026-05-01 03:48:00,USER_036,HYBRID,Supplier Diagnosis,V1,1,1,0,2105.0
EVT_00123,2026-05-11 17:03:00,USER_038,SQL,KPI Lookup,V1,0,0,0,689.0
EVT_00124,2026-06-22 13:37:00,USER_025,RAG,Issue Investigation,V2,1,1,0,1560.0
EVT_00125,2026-06-11 01:11:00,USER_070,RAG,Issue Investigation,V2,1,1,0,1730.0
EVT_00126,2026-06-12 00:20:00,USER_025,SQL,KPI Lookup,V1,1,1,0,756.0
EVT_00127,2026-06-04 17:57:00,USER_037,SQL,KPI Lookup,V2,1,1,0,836.0
EVT_00128,2026-05-17 09:54:00,USER_071,HYBRID,Supplier Diagnosis,V1,0,0,0,2285.0
EVT_00129,2026-06-21 22:50:00,USER_032,HYBRID,Supplier Diagnosis,V1,0,0,1,2138.0
EVT_00130,2026-06-02 02:14:00,USER_076,HYBRID,Supplier Diagnosis,V1,1,0,0,2515.0
EVT_00131,2026-06-23 18:55:00,USER_024,HYBRID,Supplier Diagnosis,V1,1,1,0,2401.0
EVT_00132,2026-06-02 19:37:00,USER_056,SQL,KPI Lookup,V2,0,1,0,1060.0
EVT_00133,2026-05-30 19:29:00,USER_085,HYBRID,Supplier Diagnosis,V2,1,1,0,2442.0
EVT_00134,2026-06-21 06:02:00,USER_073,HYBRID,Supplier Diagnosis,V1,0,0,0,2301.0
EVT_00135,2026-05-14 06:43:00,USER_056,HYBRID,Supplier Diagnosis,V2,1,1,0,2238.0
EVT_00136,2026-06-13 04:53:00,USER_049,SQL,KPI Lookup,V1,1,0,0,930.0
EVT_00137,2026-06-28 23:51:00,USER_095,SQL,KPI Lookup,V2,1,1,0,483.0
EVT_00138,2026-06-07 02:09:00,USER_063,RAG,Issue Investigation,V1,1,1,0,2027.0
EVT_00139,2026-06-17 09:08:00,USER_067,HYBRID,Supplier Diagnosis,V1,1,1,0,2474.0
EVT_00140,2026-06-24 21:15:00,USER_034,HYBRID,Supplier Diagnosis,V2,1,0,0,2497.0
EVT_00141,2026-05-18 22:22:00,USER_052,SQL,KPI Lookup,V1,1,1,0,639.0
EVT_00142,2026-05-20 05:28:00,USER_090,RAG,Issue Investigation,V1,1,0,0,1825.0
EVT_00143,2026-06-04 02:56:00,USER_028,SQL,KPI Lookup,V2,1,1,0,1077.0
EVT_00144,2026-06-12 01:53:00,USER_024,SQL,KPI Lookup,V1,1,1,0,528.0
EVT_00145,2026-06-10 15:42:00,USER_078,HYBRID,Supplier Diagnosis,V1,0,0,1,2031.0
EVT_00146,2026-06-21 21:06:00,USER_014,SQL,KPI Lookup,V1,1,1,0,669.0
EVT_00147,2026-06-24 06:32:00,USER_055,SQL,KPI Lookup,V1,0,0,0,577.0
EVT_00148,2026-05-18 12:33:00,USER_076,SQL,KPI Lookup,V1,1,0,0,981.0
EVT_00149,2026-06-04 07:33:00,USER_049,HYBRID,Supplier Diagnosis,V2,1,1,0,2493.0
EVT_00150,2026-06-23 07:22:00,USER_056,SQL,KPI Lookup,V2,1,1,0,914.0
EVT_00151,2026-06-14 18:45:00,USER_036,SQL,KPI Lookup,V1,0,0,0,426.0
EVT_00152,2026-05-21 02:42:00,USER_040,SQL,KPI Lookup,V2,1,1,0,1146.0
EVT_00153,2026-06-25 18:56:00,USER_017,HYBRID,Supplier Diagnosis,V1,1,1,0,2367.0
EVT_00154,2026-05-04 05:31:00,USER_042,HYBRID,Supplier Diagnosis,V2,1,1,0,2327.0
EVT_00155,2026-05-21 22:49:00,USER_090,HYBRID,Supplier Diagnosis,V2,1,1,0,2781.0
EVT_00156,2026-05-02 20:28:00,USER_080,SQL,KPI Lookup,V1,1,1,0,884.0
EVT_00157,2026-05-31 18:31:00,USER_044,SQL,KPI Lookup,V2,1,1,0,970.0
EVT_00158,2026-06-27 09:13:00,USER_032,SQL,KPI Lookup,V1,0,0,0,821.0
EVT_00159,2026-06-28 03:23:00,USER_065,SQL,KPI Lookup,V1,1,1,0,649.0
EVT_00160,2026-05-05 15:36:00,USER_017,SQL,KPI Lookup,V2,1,1,0,877.0
EVT_00161,2026-05-29 14:29:00,USER_010,SQL,KPI Lookup,V2,1,1,0,953.0
EVT_00162,2026-05-30 06:08:00,USER_060,HYBRID,Supplier Diagnosis,V2,1,1,0,2579.0
EVT_00163,2026-05-04 07:41:00,USER_076,SQL,KPI Lookup,V1,0,0,0,561.0
EVT_00164,2026-06-19 11:36:00,USER_002,SQL,KPI Lookup,V1,1,1,0,775.0
EVT_00165,2026-05-19 00:02:00,USER_080,RAG,Issue Investigation,V1,0,1,0,1842.0
EVT_00166,2026-05-17 11:14:00,USER_072,HYBRID,Supplier Diagnosis,V1,1,1,0,2320.0
EVT_00167,2026-06-26 08:29:00,USER_049,SQL,KPI Lookup,V2,1,1,0,1051.0
EVT_00168,2026-05-31 11:29:00,USER_029,RAG,Issue Investigation,V1,1,0,0,1387.0
EVT_00169,2026-05-25 14:58:00,USER_027,RAG,Issue Investigation,V2,0,0,0,1659.0
EVT_00170,2026-05-11 02:55:00,USER_020,SQL,KPI Lookup,V1,1,1,0,923.0
EVT_00171,2026-06-23 09:35:00,USER_026,SQL,KPI Lookup,V1,1,1,1,648.0
EVT_00172,2026-05-17 16:40:00,USER_045,HYBRID,Supplier Diagnosis,V1,1,1,0,2273.0
EVT_00173,2026-06-27 13:03:00,USER_099,HYBRID,Supplier Diagnosis,V1,1,1,0,2624.0
EVT_00174,2026-05-26 09:59:00,USER_062,HYBRID,Supplier Diagnosis,V1,1,1,0,2452.0
EVT_00175,2026-06-20 16:21:00,USER_010,HYBRID,Supplier Diagnosis,V1,1,1,0,2492.0
EVT_00176,2026-05-19 10:40:00,USER_057,HYBRID,Supplier Diagnosis,V1,0,0,0,2105.0
EVT_00177,2026-06-15 15:57:00,USER_004,SQL,KPI Lookup,V2,1,0,0,911.0
EVT_00178,2026-06-20 16:26:00,USER_050,SQL,KPI Lookup,V2,1,1,0,381.0
EVT_00179,2026-05-18 03:35:00,USER_003,SQL,KPI Lookup,V2,1,1,0,685.0
EVT_00180,2026-06-12 08:52:00,USER_073,SQL,KPI Lookup,V1,1,1,0,652.0
EVT_00181,2026-05-03 05:20:00,USER_093,SQL,KPI Lookup,V2,1,1,0,971.0
EVT_00182,2026-05-26 11:42:00,USER_069,RAG,Issue Investigation,V2,0,0,0,1550.0
EVT_00183,2026-05-27 22:41:00,USER_012,SQL,KPI Lookup,V1,1,1,0,442.0
EVT_00184,2026-06-27 02:19:00,USER_063,HYBRID,Supplier Diagnosis,V1,0,0,1,2049.0
EVT_00185,2026-05-25 05:34:00,USER_054,SQL,KPI Lookup,V1,1,1,0,667.0
EVT_00186,2026-06-29 08:43:00,USER_069,RAG,Issue Investigation,V1,0,1,0,1598.0
EVT_00187,2026-05-28 21:34:00,USER_025,RAG,Issue Investigation,V1,0,0,0,1782.0
EVT_00188,2026-05-10 19:08:00,USER_042,HYBRID,Supplier Diagnosis,V1,0,0,1,2321.0
EVT_00189,2026-05-16 14:44:00,USER_022,SQL,KPI Lookup,V2,1,0,1,835.0
EVT_00190,2026-05-10 02:42:00,USER_057,SQL,KPI Lookup,V1,0,0,1,731.0
EVT_00191,2026-05-27 12:11:00,USER_088,SQL,KPI Lookup,V1,1,1,0,1097.0
EVT_00192,2026-05-25 19:08:00,USER_049,HYBRID,Supplier Diagnosis,V1,0,0,1,2488.0
EVT_00193,2026-06-13 10:56:00,USER_008,HYBRID,Supplier Diagnosis,V2,1,1,0,2300.0
EVT_00194,2026-05-09 18:34:00,USER_043,HYBRID,Supplier Diagnosis,V1,1,1,0,1924.0
EVT_00195,2026-05-09 16:56:00,USER_069,SQL,KPI Lookup,V2,1,0,0,743.0
EVT_00196,2026-05-19 15:58:00,USER_063,SQL,KPI Lookup,V2,1,1,0,1329.0
EVT_00197,2026-05-13 01:38:00,USER_063,RAG,Issue Investigation,V1,0,0,1,1885.0
EVT_00198,2026-05-07 21:55:00,USER_080,SQL,KPI Lookup,V1,1,1,0,1022.0
EVT_00199,2026-06-04 13:26:00,USER_015,SQL,KPI Lookup,V2,1,0,1,1035.0
EVT_00200,2026-05-31 03:15:00,USER_061,SQL,KPI Lookup,V2,1,1,1,863.0
EVT_00201,2026-05-12 06:47:00,USER_046,HYBRID,Supplier Diagnosis,V2,1,1,0,2033.0
EVT_00202,2026-05-06 07:00:00,USER_022,RAG,Issue Investigation,V2,0,0,1,1786.0
EVT_00203,2026-05-09 09:18:00,USER_002,RAG,Issue Investigation,V2,1,1,0,1296.0
EVT_00204,2026-06-14 16:49:00,USER_069,SQL,KPI Lookup,V2,1,1,0,990.0
EVT_00205,2026-06-18 16:50:00,USER_022,RAG,Issue Investigation,V2,0,1,1,1740.0
EVT_00206,2026-05-07 09:44:00,USER_043,HYBRID,Supplier Diagnosis,V2,1,1,0,1897.0
EVT_00207,2026-05-29 19:11:00,USER_074,HYBRID,Supplier Diagnosis,V2,0,0,1,2790.0
EVT_00208,2026-06-04 02:21:00,USER_057,RAG,Issue Investigation,V2,1,1,0,1744.0
EVT_00209,2026-06-24 23:01:00,USER_012,RAG,Issue Investigation,V2,1,1,0,2112.0
EVT_00210,2026-06-14 08:32:00,USER_029,SQL,KPI Lookup,V2,1,0,0,850.0
EVT_00211,2026-05-17 13:23:00,USER_046,SQL,KPI Lookup,V1,1,1,1,332.0
EVT_00212,2026-05-17 02:41:00,USER_007,RAG,Issue Investigation,V2,1,1,0,2185.0
EVT_00213,2026-05-21 12:20:00,USER_044,SQL,KPI Lookup,V2,1,1,0,588.0
EVT_00214,2026-06-14 07:55:00,USER_074,RAG,Issue Investigation,V1,1,1,0,1613.0
EVT_00215,2026-05-27 03:35:00,USER_029,SQL,KPI Lookup,V2,1,1,0,873.0
EVT_00216,2026-05-19 21:04:00,USER_100,SQL,KPI Lookup,V1,1,1,0,300.0
EVT_00217,2026-06-28 02:53:00,USER_018,SQL,KPI Lookup,V1,1,1,0,759.0
EVT_00218,2026-06-19 17:03:00,USER_083,SQL,KPI Lookup,V1,1,1,0,651.0
EVT_00219,2026-05-11 23:28:00,USER_035,HYBRID,Supplier Diagnosis,V1,0,0,0,2172.0
EVT_00220,2026-06-21 11:54:00,USER_038,HYBRID,Supplier Diagnosis,V2,1,1,0,1993.0
EVT_00221,2026-05-23 23:43:00,USER_054,HYBRID,Supplier Diagnosis,V2,0,0,0,2362.0
EVT_00222,2026-05-25 10:33:00,USER_039,RAG,Issue Investigation,V1,0,0,0,1708.0
EVT_00223,2026-06-17 17:16:00,USER_019,RAG,Issue Investigation,V1,0,0,1,1910.0
EVT_00224,2026-05-28 21:40:00,USER_025,HYBRID,Supplier Diagnosis,V1,1,0,0,2673.0
EVT_00225,2026-06-28 07:29:00,USER_011,RAG,Issue Investigation,V1,0,0,1,1459.0
EVT_00226,2026-06-01 07:23:00,USER_093,SQL,KPI Lookup,V1,1,1,0,537.0
EVT_00227,2026-05-26 04:23:00,USER_016,HYBRID,Supplier Diagnosis,V2,1,1,1,2663.0
EVT_00228,2026-06-10 03:05:00,USER_062,HYBRID,Supplier Diagnosis,V2,1,1,0,2315.0
EVT_00229,2026-06-03 13:38:00,USER_043,RAG,Issue Investigation,V2,1,1,0,1782.0
EVT_00230,2026-05-31 18:24:00,USER_098,RAG,Issue Investigation,V1,0,1,0,1813.0
EVT_00231,2026-05-04 02:53:00,USER_002,SQL,KPI Lookup,V2,0,0,0,697.0
EVT_00232,2026-06-09 13:39:00,USER_050,HYBRID,Supplier Diagnosis,V2,0,0,0,2123.0
EVT_00233,2026-05-03 03:01:00,USER_033,RAG,Issue Investigation,V1,1,1,0,1749.0
EVT_00234,2026-05-12 11:31:00,USER_044,SQL,KPI Lookup,V2,1,1,0,956.0
EVT_00235,2026-05-24 21:54:00,USER_070,SQL,KPI Lookup,V1,0,1,0,761.0
EVT_00236,2026-05-22 11:10:00,USER_005,RAG,Issue Investigation,V1,0,0,0,1642.0
EVT_00237,2026-06-08 10:08:00,USER_049,HYBRID,Supplier Diagnosis,V1,1,0,0,2360.0
EVT_00238,2026-05-06 03:46:00,USER_092,SQL,KPI Lookup,V1,1,1,0,521.0
EVT_00239,2026-05-03 12:05:00,USER_009,HYBRID,Supplier Diagnosis,V2,0,0,0,2752.0
EVT_00240,2026-06-11 19:30:00,USER_066,RAG,Issue Investigation,V1,0,0,1,2027.0
EVT_00241,2026-06-20 02:39:00,USER_041,HYBRID,Supplier Diagnosis,V1,1,1,0,1935.0
EVT_00242,2026-05-26 22:08:00,USER_070,SQL,KPI Lookup,V2,1,0,0,469.0
EVT_00243,2026-05-24 16:26:00,USER_043,RAG,Issue Investigation,V2,0,1,0,1960.0
EVT_00244,2026-05-03 16:15:00,USER_036,RAG,Issue Investigation,V2,1,1,0,1425.0
EVT_00245,2026-05-02 06:07:00,USER_092,HYBRID,Supplier Diagnosis,V1,0,0,1,2098.0
EVT_00246,2026-06-18 00:33:00,USER_057,HYBRID,Supplier Diagnosis,V2,1,1,0,2676.0
EVT_00247,2026-05-14 19:31:00,USER_083,HYBRID,Supplier Diagnosis,V1,0,0,0,1864.0
EVT_00248,2026-05-26 04:08:00,USER_099,SQL,KPI Lookup,V1,1,1,0,541.0
EVT_00249,2026-05-30 09:46:00,USER_035,SQL,KPI Lookup,V1,1,1,0,695.0
EVT_00250,2026-06-07 12:38:00,USER_017,HYBRID,Supplier Diagnosis,V1,1,1,0,2178.0
EVT_00251,2026-05-18 14:14:00,USER_052,SQL,KPI Lookup,V1,1,1,1,962.0
EVT_00252,2026-05-07 02:27:00,USER_068,HYBRID,Supplier Diagnosis,V1,0,0,0,1861.0
EVT_00253,2026-06-05 00:47:00,USER_092,RAG,Issue Investigation,V1,1,0,0,2014.0
EVT_00254,2026-05-09 18:00:00,USER_088,HYBRID,Supplier Diagnosis,V2,1,0,0,2294.0
EVT_00255,2026-06-08 19:55:00,USER_047,RAG,Issue Investigation,V1,1,1,0,1759.0
EVT_00256,2026-06-23 23:44:00,USER_089,HYBRID,Supplier Diagnosis,V2,1,1,0,2061.0
EVT_00257,2026-05-20 04:15:00,USER_035,RAG,Issue Investigation,V1,1,1,0,1734.0
EVT_00258,2026-06-07 05:58:00,USER_063,HYBRID,Supplier Diagnosis,V2,1,1,0,1980.0
EVT_00259,2026-06-15 19:30:00,USER_062,RAG,Issue Investigation,V2,0,0,0,1501.0
EVT_00260,2026-06-22 14:45:00,USER_078,HYBRID,Supplier Diagnosis,V2,1,1,1,2134.0
EVT_00261,2026-06-22 18:37:00,USER_046,SQL,KPI Lookup,V2,1,0,0,546.0
EVT_00262,2026-05-29 12:01:00,USER_026,RAG,Issue Investigation,V2,0,0,0,1967.0
EVT_00263,2026-05-19 20:24:00,USER_042,RAG,Issue Investigation,V1,0,0,0,1837.0
EVT_00264,2026-06-08 05:48:00,USER_018,RAG,Issue Investigation,V2,1,1,0,2029.0
EVT_00265,2026-05-21 11:09:00,USER_063,RAG,Issue Investigation,V2,1,1,0,1964.0
